InvoiceNo;ProductName;ProductCode;CustomerID;Quantity;UnitPrice;Revenue;PaymentMethod;Country;InvoiceDate
INV100893;"Noise Cancelling Headphones";P1009;10154;4;90.22;360.88;"Credit Card";India;9/4/2023
INV100894;"USB-C Hub";P1008;10088;2;298.01;596.02;"Debit Card";Canada;11/2/2024
INV100895;"Bluetooth Speaker";P1004;10116;7;114.66;802.62;"Debit Card";Canada;2/8/2024
INV100896;"USB Keyboard";P1002;10090;3;22.02;66.06;PayPal;France;12/25/2023
INV100897;"USB Keyboard";P1002;10348;1;237.33;237.33;"Net Banking";Canada;4/26/2023
INV100898;"USB Keyboard";P1002;10323;4;174.28;697.12;"Net Banking";France;3/23/2023
INV100899;"Gaming Mousepad";P1007;10153;1;75.92;75.92;PayPal;Australia;2/27/2023
INV100900;"Wireless Mouse";P1001;10314;4;35.03;140.12;"Credit Card";Canada;9/23/2023
INV100901;"External Hard Drive";P1006;10400;9;16.48;148.32;"Debit Card";USA;7/12/2023
INV100902;"Wireless Mouse";P1001;10196;6;260.70;1564.20;PayPal;France;8/2/2024
INV100903;"LED Desk Lamp";P1010;10075;8;176.13;1409.04;"Debit Card";Germany;4/9/2023
INV100904;"Laptop Stand";P1003;10198;3;88.34;265.02;"Net Banking";Canada;11/30/2024
INV100905;"Webcam HD";P1005;10132;7;284.20;1989.40;"Debit Card";USA;7/5/2024
INV100906;"USB-C Hub";P1008;10398;5;230.12;1150.60;PayPal;USA;3/25/2023
INV100907;"LED Desk Lamp";P1010;10391;2;65.38;130.76;"Net Banking";UK;8/9/2023
INV100908;"External Hard Drive";P1006;10102;9;92.23;830.07;"Net Banking";Germany;4/22/2023
INV100909;"External Hard Drive";P1006;10482;9;112.48;1012.32;UPI;India;9/28/2023
INV100910;"Laptop Stand";P1003;10279;5;140.70;703.50;PayPal;Germany;1/2/2024
INV100911;"Laptop Stand";P1003;10481;8;19.05;152.40;UPI;Australia;6/13/2023
INV100912;"Laptop Stand";P1003;10322;8;109.02;872.16;"Debit Card";India;1/4/2023
INV100913;"LED Desk Lamp";P1010;10180;2;263.39;526.78;UPI;India;4/15/2024
INV100914;"USB Keyboard";P1002;10350;8;90.56;724.48;PayPal;Australia;8/3/2024
INV100915;"Bluetooth Speaker";P1004;10248;5;230.84;1154.20;PayPal;Germany;5/23/2024
INV100916;"Laptop Stand";P1003;10167;6;111.84;671.04;Unknown;Australia;10/11/2024
INV100917;"Wireless Mouse";P1001;10316;7;65.06;455.42;PayPal;Australia;3/26/2023
INV100919;"External Hard Drive";P1006;10498;4;290.22;1160.88;"Net Banking";Australia;2/7/2023
INV100920;"Bluetooth Speaker";P1004;10313;4;223.86;895.44;"Net Banking";UK;12/9/2023
INV100921;"LED Desk Lamp";P1010;10111;2;269.33;538.66;PayPal;Germany;6/20/2024
INV100922;"Wireless Mouse";P1001;10495;3;58.58;175.74;"Net Banking";Germany;1/17/2024
INV100923;"Laptop Stand";P1003;10212;6;1881.95;11291.70;"Debit Card";UK;1/22/2023
INV100924;"Noise Cancelling Headphones";P1009;10058;6;179.24;1075.44;"Credit Card";Germany;9/29/2023
INV100925;"Noise Cancelling Headphones";P1009;10031;7;165.63;1159.41;"Debit Card";Germany;7/21/2023
INV100926;"USB Keyboard";P1002;10464;2;235.29;470.58;"Debit Card";France;6/4/2024
INV100927;"Gaming Mousepad";P1007;10435;6;83.27;499.62;UPI;Canada;7/13/2024
INV100928;"USB-C Hub";P1008;10240;9;43.33;389.97;"Debit Card";Canada;4/12/2023
INV100929;"Laptop Stand";P1003;10291;1;214.00;214.00;"Net Banking";USA;7/16/2024
INV100930;"Laptop Stand";P1003;10193;1;280.21;280.21;PayPal;India;3/29/2023
INV100931;"Noise Cancelling Headphones";P1009;10378;8;58.16;465.28;"Credit Card";USA;2/27/2024
INV100932;"External Hard Drive";P1006;10377;6;276.69;1660.14;UPI;Germany;2/11/2024
INV100933;"Laptop Stand";P1003;10080;7;255.89;1791.23;PayPal;France;11/9/2023
INV100934;"LED Desk Lamp";P1010;10072;2;243.09;486.18;"Debit Card";USA;4/21/2024
INV100935;"Wireless Mouse";P1001;10244;6;104.01;624.06;PayPal;Canada;11/4/2023
INV100936;"USB-C Hub";P1008;10075;3;40.07;120.21;"Net Banking";Germany;7/14/2024
INV100937;"Laptop Stand";P1003;10270;7;167.05;1169.35;UPI;India;4/18/2024
INV100938;"Gaming Mousepad";P1007;10451;4;236.93;947.72;"Credit Card";USA;5/8/2023
INV100939;"Laptop Stand";P1003;10371;2;9.74;19.48;UPI;Germany;2/12/2023
INV100940;"USB-C Hub";P1008;10161;3;8.37;25.11;"Net Banking";Canada;9/27/2023
INV100941;"External Hard Drive";P1006;10412;7;74.32;520.24;PayPal;Canada;11/11/2023
INV100942;"Wireless Mouse";P1001;10338;3;213.33;639.99;"Debit Card";India;6/17/2023
INV100943;"Noise Cancelling Headphones";P1009;10335;5;153.91;769.55;PayPal;Germany;10/10/2023
INV100944;"Wireless Mouse";P1001;10319;6;39.96;239.76;UPI;France;8/28/2023
INV100945;"USB-C Hub";P1008;10378;3;285.98;857.94;PayPal;Australia;8/14/2024
INV100946;"Laptop Stand";P1003;10427;9;51.40;462.60;"Credit Card";Canada;3/27/2024
INV100947;"Laptop Stand";P1003;10370;7;98.38;688.66;"Net Banking";USA;1/22/2023
INV100948;"Gaming Mousepad";P1007;10205;9;240.02;2160.18;"Debit Card";Australia;6/2/2024
INV100949;"USB-C Hub";P1008;10271;8;280.91;2247.28;"Debit Card";Australia;9/17/2024
INV100950;"USB Keyboard";P1002;10499;7;272.30;1906.10;PayPal;India;7/29/2023
INV100951;"Gaming Mousepad";P1007;10011;8;20.29;162.32;"Net Banking";USA;4/23/2023
INV100952;"Noise Cancelling Headphones";P1009;10139;5;95.50;477.50;"Debit Card";Canada;10/10/2023
INV100953;"Laptop Stand";P1003;10056;1;280.82;280.82;UPI;Germany;5/31/2024
INV100954;"Webcam HD";P1005;10032;5;25.16;125.80;"Credit Card";USA;2/28/2023
INV100957;"Bluetooth Speaker";P1004;10390;1;194.31;194.31;PayPal;India;11/24/2024
INV100958;"LED Desk Lamp";P1010;10247;7;2673.34;18713.38;PayPal;Australia;4/21/2024
INV100959;"Bluetooth Speaker";P1004;10318;4;86.97;347.88;"Debit Card";India;12/4/2023
INV100960;"Wireless Mouse";P1001;10061;9;294.21;2647.89;"Credit Card";India;8/6/2023
INV100961;"USB Keyboard";P1002;10324;1;35.42;35.42;PayPal;Canada;7/23/2024
INV100962;"LED Desk Lamp";P1010;10467;9;222.68;2004.12;UPI;Canada;4/18/2024
INV100963;"Wireless Mouse";P1001;10203;9;65.31;587.79;"Credit Card";Germany;11/19/2024
INV100964;"Gaming Mousepad";P1007;10344;7;82.96;580.72;UPI;India;4/8/2023
INV100965;"External Hard Drive";P1006;10279;3;84.22;252.66;"Credit Card";Canada;9/27/2024
INV100966;"USB Keyboard";P1002;10294;6;290.72;1744.32;"Net Banking";India;3/14/2024
INV100967;"LED Desk Lamp";P1010;10437;6;25.16;150.96;UPI;Canada;7/6/2024
INV100968;"Webcam HD";P1005;10482;4;181.72;726.88;PayPal;USA;8/18/2024
INV100969;"LED Desk Lamp";P1010;10206;2;83.88;167.76;"Debit Card";France;5/14/2023
INV100970;"LED Desk Lamp";P1010;10325;9;213.46;1921.14;"Credit Card";India;7/13/2024
INV100971;"USB-C Hub";P1008;10257;9;160.10;1440.90;PayPal;France;2/28/2023
INV100972;"Gaming Mousepad";P1007;10472;4;284.29;1137.16;"Debit Card";Australia;6/3/2023
INV100973;"Wireless Mouse";P1001;10434;5;283.70;1418.50;UPI;India;10/23/2024
INV100975;"External Hard Drive";P1006;10368;9;19.89;179.01;"Debit Card";France;3/24/2024
INV100976;"Bluetooth Speaker";P1004;10163;4;281.20;1124.80;"Credit Card";Germany;5/17/2023
INV100977;"Laptop Stand";P1003;10072;3;287.49;862.47;UPI;Canada;2/24/2024
INV100978;Unknown;P1008;10329;6;293.22;1759.32;PayPal;France;10/18/2024
INV100979;"Webcam HD";P1005;10418;2;224.13;448.26;"Debit Card";India;11/20/2024
INV100980;"LED Desk Lamp";P1010;10408;4;225.77;903.08;"Credit Card";UK;5/7/2023
INV100981;"Laptop Stand";P1003;10410;4;133.15;532.60;PayPal;Australia;3/14/2023
INV100982;"Laptop Stand";P1003;10376;3;178.89;536.67;UPI;France;2/12/2023
INV100983;"External Hard Drive";P1006;10492;9;76.40;687.60;UPI;USA;7/31/2023
INV100984;"USB-C Hub";P1008;10110;8;197.93;1583.44;"Credit Card";USA;5/31/2023
INV100985;"External Hard Drive";P1006;10224;4;9.05;36.20;PayPal;Germany;7/28/2024
INV100986;"Wireless Mouse";P1001;10431;9;9.66;86.94;"Net Banking";UK;10/26/2023
INV100987;"Noise Cancelling Headphones";P1009;10433;2;23.45;46.90;PayPal;India;3/2/2023
INV100988;"Laptop Stand";P1003;10330;3;68.53;205.59;PayPal;France;6/10/2023
INV100989;"USB Keyboard";P1002;10037;2;2332.14;4664.28;"Credit Card";Canada;12/4/2023
INV100990;"External Hard Drive";P1006;10076;3;150.58;451.74;UPI;Australia;11/15/2023
INV100991;"Wireless Mouse";P1001;10237;8;64.08;512.64;"Debit Card";UK;8/25/2024
INV100992;"Bluetooth Speaker";P1004;10208;8;25.20;201.60;"Credit Card";Australia;5/4/2024
INV100994;"Noise Cancelling Headphones";P1009;10036;7;84.31;590.17;"Debit Card";UK;11/24/2024
INV100995;"Webcam HD";P1005;10340;9;15.33;137.97;PayPal;UK;7/6/2023
INV100996;"USB-C Hub";P1008;10122;2;190.92;381.84;"Credit Card";India;12/29/2023
INV100997;"Gaming Mousepad";P1007;10113;6;131.14;786.84;PayPal;Canada;2/24/2024
INV100998;"USB-C Hub";P1008;10353;5;236.28;1181.40;PayPal;Unknown;6/13/2024
INV100999;"USB Keyboard";P1002;10184;6;236.60;1419.60;"Credit Card";USA;11/28/2024
INV101000;"USB-C Hub";P1008;10060;4;179.12;716.48;"Net Banking";France;5/15/2023
INV101001;"USB-C Hub";P1008;10128;6;13.35;80.10;UPI;Canada;7/26/2023
INV101002;"External Hard Drive";P1006;10384;7;215.32;1507.24;UPI;France;5/1/2023
INV101003;"USB-C Hub";P1008;10496;6;52.05;312.30;"Net Banking";Germany;10/6/2024
INV101004;"Laptop Stand";P1003;10302;5;225.30;1126.50;"Credit Card";Canada;9/12/2024
INV101005;"Gaming Mousepad";P1007;10128;4;136.63;546.52;"Credit Card";Australia;3/10/2023
INV101006;"Webcam HD";P1005;10311;4;277.75;1111.00;"Debit Card";Canada;10/10/2023
INV101007;"Noise Cancelling Headphones";P1009;10318;7;80.19;561.33;PayPal;USA;3/2/2023
INV101008;"Gaming Mousepad";P1007;10301;4;262.43;1049.72;"Debit Card";Canada;11/7/2023
INV101009;"Laptop Stand";P1003;10109;7;286.08;2002.56;"Net Banking";Canada;7/1/2024
INV101010;"USB Keyboard";P1002;10368;1;154.16;154.16;"Net Banking";France;4/7/2023
INV101011;"Laptop Stand";P1003;10498;5;271.55;1357.75;PayPal;Australia;1/6/2023
INV101012;"Gaming Mousepad";P1007;10117;3;107.92;323.76;"Debit Card";USA;2/29/2024
INV101014;"USB-C Hub";P1008;10312;7;141.24;988.68;"Debit Card";USA;2/18/2024
INV101015;"External Hard Drive";P1006;10164;6;92.30;553.80;UPI;Germany;8/27/2023
INV101016;"USB Keyboard";P1002;10371;7;57.88;405.16;"Debit Card";France;7/11/2024
INV101017;"Webcam HD";P1005;10103;7;131.73;922.11;PayPal;India;9/4/2023
INV101018;"External Hard Drive";P1006;10107;5;217.03;1085.15;PayPal;Germany;10/7/2024
INV101019;"Gaming Mousepad";P1007;10413;2;92.55;185.10;PayPal;Germany;10/16/2023
INV101020;"Bluetooth Speaker";P1004;10425;1;127.19;127.19;UPI;Germany;2/20/2024
INV101021;"Gaming Mousepad";P1007;10494;3;76.25;228.75;"Credit Card";USA;10/11/2024
INV101022;"USB Keyboard";P1002;10027;3;70.60;211.80;"Net Banking";Australia;8/22/2023
INV101023;"Laptop Stand";P1003;10146;7;22.03;154.21;PayPal;Germany;5/7/2023
INV101024;"Gaming Mousepad";P1007;10151;6;69.77;418.62;"Net Banking";France;2/16/2024
INV101025;"Gaming Mousepad";P1007;10174;8;295.94;2367.52;"Net Banking";Canada;5/17/2023
INV101026;"Bluetooth Speaker";P1004;10194;1;131.54;131.54;UPI;Canada;1/19/2023
INV101027;"Wireless Mouse";P1001;10412;8;212.13;1697.04;PayPal;India;3/24/2024
INV101028;"USB-C Hub";P1008;10245;2;101.63;203.26;UPI;Canada;5/21/2023
INV101029;"USB-C Hub";P1008;10204;1;191.27;191.27;"Net Banking";USA;8/27/2023
INV101030;"USB Keyboard";P1002;10412;1;151.23;151.23;"Credit Card";Canada;11/13/2023
INV101031;"External Hard Drive";P1006;10016;7;47.14;329.98;PayPal;Germany;10/9/2023
INV101032;"External Hard Drive";P1006;10450;7;38.71;270.97;"Debit Card";UK;11/1/2023
INV101033;"Wireless Mouse";P1001;10308;7;233.03;1631.21;PayPal;France;4/13/2023
INV101034;"Webcam HD";P1005;10170;1;10.35;10.35;UPI;India;6/12/2024
INV101035;"LED Desk Lamp";P1010;10206;9;203.61;1832.49;UPI;India;1/22/2024
INV101036;"Webcam HD";P1005;10143;5;70.46;352.30;"Credit Card";India;1/15/2024
INV101037;"LED Desk Lamp";P1010;10119;9;220.74;1986.66;UPI;Germany;3/14/2023
